employee_id,employee_name,age,salary,company_name,department,city,joining_date,email
250.0,Employee_250,35.0,45000.0,Unknown,Sales,Chennai,,employee250@company.com
251.0,Employee_251,35.0,45000.0,TechNova,Unknown,Delhi,,employee251@company.com
254.0,Employee_254,35.0,100000.0,Unknown,Unknown,Mumbai,2020-05-15,employee254@company.com
255.0,Employee_255,22.0,-5000.0,CloudNine,Unknown,Unknown,2020-05-15,employee255@company.com
256.0,Employee_256,22.0,30000.0,DataWorks,Sales,Pune,2021-07-20,employee256@company.com
259.0,Employee_259,35.0,45000.0,NextGen,Unknown,Unknown,,employee259@company.com
260.0,Employee_260,25.0,45000.0,InnoSoft,Marketing,Hyderabad,2020-05-15,invalid_email
261.0,Employee_261,40.0,60000.0,DataWorks,Sales,Mumbai,2021-07-20,employee261@company.com
262.0,Employee_262,25.0,80000.0,DataWorks,HR,Unknown,,employee262@company.com
263.0,Employee_263,40.0,50738.498789346246,TechNova,Unknown,Chennai,2021-07-20,employee263@company.com
264.0,Employee_264,30.0,80000.0,Unknown,Sales,Hyderabad,2022-03-12,employee264@company.com
265.0,Employee_265,35.0,-5000.0,InnoSoft,Unknown,Pune,,employee265@company.com
266.0,Employee_266,25.0,30000.0,Unknown,Sales,Delhi,,employee266@company.com
268.0,Employee_268,30.0,100000.0,CloudNine,Marketing,Mumbai,,employee268@company.com
272.0,Employee_272,30.0,50738.498789346246,Unknown,Finance,Pune,2020-05-15,employee272@company.com
273.0,Employee_273,35.0,-5000.0,TechNova,Unknown,Mumbai,2021-07-20,employee273@company.com
275.0,Employee_275,25.0,30000.0,Unknown,Unknown,Unknown,,employee275@company.com
278.0,Employee_278,40.0,45000.0,Unknown,Unknown,Hyderabad,,employee278@company.com
279.0,Employee_279,40.0,45000.0,Unknown,Sales,Delhi,2022-03-12,employee279@company.com
280.0,Employee_280,30.0,50738.498789346246,Unknown,Marketing,Unknown,2019-01-10,employee280@company.com
282.0,Employee_282,35.0,-5000.0,InnoSoft,Finance,Bangalore,,employee282@company.com
285.0,Employee_285,25.0,45000.0,Unknown,Unknown,Delhi,2022-03-12,employee285@company.com
286.0,Employee_286,22.0,45000.0,InnoSoft,Unknown,Pune,,employee286@company.com
287.0,Employee_287,35.0,80000.0,InnoSoft,Sales,Hyderabad,,employee287@company.com
288.0,Employee_288,40.0,60000.0,DataWorks,Sales,Unknown,2022-03-12,invalid_email
289.0,Employee_289,45.0,45000.0,DataWorks,Finance,Unknown,2019-01-10,employee289@company.com
290.0,Employee_290,40.0,100000.0,NextGen,Sales,Unknown,2021-07-20,employee290@company.com
291.0,Employee_291,35.0,80000.0,NextGen,Unknown,Hyderabad,2021-07-20,employee291@company.com
294.0,Employee_294,22.0,80000.0,InnoSoft,Unknown,Delhi,2019-01-10,employee294@company.com
,Employee_295,45.0,30000.0,NextGen,Unknown,Unknown,,employee295@company.com
,Employee_296,22.0,30000.0,NextGen,Unknown,Chennai,,employee296@company.com
298.0,Employee_298,45.0,60000.0,Unknown,Marketing,Pune,2021-07-20,employee298@company.com
299.0,Employee_299,35.0,60000.0,Unknown,Unknown,Pune,,employee299@company.com
303.0,Employee_303,45.0,30000.0,InnoSoft,Sales,Bangalore,,employee303@company.com
304.0,Employee_304,40.0,45000.0,NextGen,HR,Unknown,,employee304@company.com
305.0,Employee_305,30.0,-5000.0,Unknown,Unknown,Pune,,employee305@company.com
306.0,Employee_306,35.0,-5000.0,TechNova,Finance,Unknown,,employee306@company.com
308.0,Employee_308,40.0,-5000.0,InnoSoft,Unknown,Pune,2019-01-10,employee308@company.com
309.0,Employee_309,30.0,50738.498789346246,CloudNine,Finance,Hyderabad,2019-01-10,invalid_email
310.0,Employee_310,40.0,30000.0,InnoSoft,IT,Bangalore,2022-03-12,employee310@company.com
311.0,Employee_311,22.0,30000.0,DataWorks,Sales,Pune,,employee311@company.com
312.0,Employee_312,40.0,80000.0,CloudNine,Unknown,Pune,,employee312@company.com
314.0,Employee_314,30.0,80000.0,DataWorks,Marketing,Chennai,2022-03-12,employee314@company.com
317.0,Employee_317,30.0,60000.0,DataWorks,Sales,Delhi,2022-03-12,employee317@company.com
318.0,Employee_318,40.0,50738.498789346246,Unknown,Unknown,Unknown,,employee318@company.com
320.0,Employee_320,22.0,50738.498789346246,CloudNine,Unknown,Delhi,2022-03-12,employee320@company.com
324.0,Employee_324,25.0,30000.0,Unknown,HR,Hyderabad,2020-05-15,employee324@company.com
328.0,Employee_328,30.0,60000.0,DataWorks,Finance,Unknown,,employee328@company.com
330.0,Employee_330,45.0,50738.498789346246,TechNova,Unknown,Bangalore,,employee330@company.com
332.0,Employee_332,22.0,50738.498789346246,NextGen,HR,Unknown,,employee332@company.com
,Employee_333,40.0,-5000.0,Unknown,Unknown,Pune,,employee333@company.com
334.0,Employee_334,45.0,45000.0,CloudNine,IT,Chennai,,employee334@company.com
336.0,Employee_336,40.0,100000.0,NextGen,IT,Bangalore,2021-07-20,employee336@company.com
337.0,Employee_337,30.0,100000.0,CloudNine,Marketing,Bangalore,,employee337@company.com
338.0,Employee_338,30.0,100000.0,InnoSoft,Marketing,Chennai,2020-05-15,employee338@company.com
339.0,Employee_339,45.0,30000.0,CloudNine,HR,Delhi,,employee339@company.com
341.0,Employee_341,35.0,60000.0,TechNova,Finance,Delhi,,employee341@company.com
343.0,Employee_343,22.0,-5000.0,Unknown,Marketing,Delhi,2022-03-12,employee343@company.com
344.0,Employee_344,40.0,-5000.0,TechNova,Marketing,Chennai,2021-07-20,employee344@company.com
345.0,Employee_345,25.0,-5000.0,Unknown,HR,Delhi,,employee345@company.com
347.0,Employee_347,40.0,100000.0,NextGen,HR,Hyderabad,,employee347@company.com
349.0,Employee_349,30.0,50738.498789346246,Unknown,HR,Delhi,2020-05-15,employee349@company.com
351.0,Employee_351,25.0,80000.0,NextGen,Unknown,Chennai,,employee351@company.com
352.0,Employee_352,45.0,100000.0,TechNova,Unknown,Pune,,employee352@company.com
353.0,Employee_353,25.0,-5000.0,NextGen,Marketing,Delhi,2022-03-12,employee353@company.com
354.0,Employee_354,40.0,60000.0,NextGen,Sales,Bangalore,,employee354@company.com
355.0,Employee_355,22.0,30000.0,TechNova,Unknown,Unknown,2019-01-10,employee355@company.com
356.0,Employee_356,22.0,80000.0,InnoSoft,Unknown,Bangalore,,employee356@company.com
357.0,Employee_357,25.0,50738.498789346246,DataWorks,Finance,Pune,2021-07-20,employee357@company.com
358.0,Employee_358,40.0,50738.498789346246,Unknown,Unknown,Delhi,2022-03-12,employee358@company.com
,Employee_360,25.0,-5000.0,CloudNine,Unknown,Bangalore,2022-03-12,invalid_email
361.0,Employee_361,25.0,30000.0,DataWorks,Finance,Chennai,2020-05-15,employee361@company.com
362.0,Employee_362,30.0,30000.0,NextGen,Sales,Mumbai,,employee362@company.com
363.0,Employee_363,30.0,80000.0,NextGen,Unknown,Unknown,,employee363@company.com
364.0,Employee_364,25.0,100000.0,Unknown,Marketing,Hyderabad,2022-03-12,employee364@company.com
365.0,Employee_365,25.0,45000.0,NextGen,Sales,Chennai,,employee365@company.com
366.0,Employee_366,40.0,45000.0,NextGen,Sales,Delhi,,employee366@company.com
367.0,Employee_367,35.0,80000.0,CloudNine,IT,Delhi,2022-03-12,employee367@company.com
368.0,Employee_368,22.0,60000.0,DataWorks,HR,Unknown,,employee368@company.com
369.0,Employee_369,30.0,-5000.0,CloudNine,Unknown,Pune,2019-01-10,employee369@company.com
,Employee_370,22.0,-5000.0,CloudNine,Sales,Chennai,,employee370@company.com
372.0,Employee_372,30.0,100000.0,DataWorks,Marketing,Pune,2021-07-20,employee372@company.com
373.0,Employee_373,22.0,45000.0,TechNova,Marketing,Pune,2022-03-12,employee373@company.com
374.0,Employee_374,30.0,30000.0,TechNova,Unknown,Bangalore,,invalid_email
376.0,Employee_376,25.0,-5000.0,TechNova,Finance,Unknown,2021-07-20,employee376@company.com
377.0,Employee_377,25.0,80000.0,CloudNine,Sales,Hyderabad,2019-01-10,employee377@company.com
378.0,Employee_378,40.0,-5000.0,TechNova,Sales,Pune,2020-05-15,employee378@company.com
,Employee_379,22.0,45000.0,TechNova,Marketing,Hyderabad,2022-03-12,employee379@company.com
380.0,Employee_380,22.0,100000.0,Unknown,Unknown,Unknown,2020-05-15,employee380@company.com
381.0,Employee_381,40.0,-5000.0,TechNova,Sales,Hyderabad,2019-01-10,employee381@company.com
385.0,Employee_385,22.0,80000.0,TechNova,HR,Hyderabad,,employee385@company.com
386.0,Employee_386,22.0,-5000.0,Unknown,Marketing,Chennai,2019-01-10,employee386@company.com
387.0,Employee_387,22.0,45000.0,Unknown,Finance,Pune,2019-01-10,employee387@company.com
388.0,Employee_388,45.0,80000.0,Unknown,IT,Pune,,employee388@company.com
389.0,Employee_389,22.0,80000.0,Unknown,HR,Delhi,2021-07-20,employee389@company.com
390.0,Employee_390,45.0,60000.0,CloudNine,Finance,Delhi,2019-01-10,employee390@company.com
391.0,Employee_391,25.0,45000.0,TechNova,HR,Unknown,2022-03-12,employee391@company.com
392.0,Employee_392,35.0,80000.0,DataWorks,Marketing,Chennai,,employee392@company.com
393.0,Employee_393,22.0,45000.0,Unknown,Unknown,Hyderabad,2020-05-15,invalid_email
396.0,Employee_396,22.0,30000.0,Unknown,Unknown,Delhi,2020-05-15,employee396@company.com
397.0,Employee_397,25.0,100000.0,NextGen,Finance,Pune,2019-01-10,employee397@company.com
398.0,Employee_398,30.0,30000.0,Unknown,Unknown,Hyderabad,2019-01-10,invalid_email
400.0,Employee_400,30.0,60000.0,DataWorks,Marketing,Bangalore,2019-01-10,employee400@company.com
404.0,Employee_404,22.0,-5000.0,Unknown,Finance,Mumbai,,employee404@company.com
405.0,Employee_405,35.0,45000.0,TechNova,HR,Delhi,2021-07-20,employee405@company.com
406.0,Employee_406,35.0,100000.0,Unknown,Unknown,Unknown,2021-07-20,employee406@company.com
407.0,Employee_407,35.0,100000.0,DataWorks,Unknown,Hyderabad,,invalid_email
408.0,Employee_408,30.0,100000.0,InnoSoft,Unknown,Unknown,,employee408@company.com
409.0,Employee_409,35.0,100000.0,InnoSoft,IT,Unknown,2019-01-10,employee409@company.com
410.0,Employee_410,45.0,50738.498789346246,InnoSoft,Unknown,Hyderabad,2019-01-10,invalid_email
411.0,Employee_411,25.0,-5000.0,NextGen,Unknown,Hyderabad,2019-01-10,employee411@company.com
412.0,Employee_412,25.0,60000.0,DataWorks,Finance,Bangalore,2020-05-15,employee412@company.com
414.0,Employee_414,40.0,45000.0,InnoSoft,Unknown,Mumbai,,employee414@company.com
415.0,Employee_415,22.0,45000.0,NextGen,Finance,Delhi,,employee415@company.com
416.0,Employee_416,25.0,45000.0,DataWorks,Finance,Bangalore,,employee416@company.com
417.0,Employee_417,45.0,80000.0,TechNova,Finance,Delhi,2020-05-15,employee417@company.com
418.0,Employee_418,22.0,30000.0,CloudNine,Marketing,Unknown,2020-05-15,employee418@company.com
420.0,Employee_420,30.0,80000.0,TechNova,Unknown,Mumbai,2021-07-20,invalid_email
421.0,Employee_421,45.0,45000.0,CloudNine,HR,Pune,,employee421@company.com
423.0,Employee_423,35.0,45000.0,CloudNine,Unknown,Chennai,,employee423@company.com
426.0,Employee_426,25.0,60000.0,Unknown,Marketing,Unknown,2022-03-12,employee426@company.com
428.0,Employee_428,35.0,-5000.0,DataWorks,Sales,Mumbai,2020-05-15,employee428@company.com
429.0,Employee_429,45.0,-5000.0,NextGen,Marketing,Delhi,,invalid_email
431.0,Employee_431,22.0,100000.0,NextGen,Sales,Bangalore,2019-01-10,employee431@company.com
432.0,Employee_432,30.0,45000.0,Unknown,HR,Bangalore,2019-01-10,employee432@company.com
433.0,Employee_433,30.0,-5000.0,NextGen,Finance,Hyderabad,,employee433@company.com
436.0,Employee_436,25.0,30000.0,NextGen,Unknown,Pune,,employee436@company.com
438.0,Employee_438,30.0,100000.0,NextGen,Unknown,Unknown,2019-01-10,employee438@company.com
439.0,Employee_439,22.0,50738.498789346246,CloudNine,Finance,Hyderabad,2019-01-10,employee439@company.com
441.0,Employee_441,45.0,60000.0,Unknown,Marketing,Pune,2020-05-15,employee441@company.com
444.0,Employee_444,35.0,30000.0,CloudNine,IT,Hyderabad,,employee444@company.com
447.0,Employee_447,25.0,60000.0,TechNova,Marketing,Mumbai,2020-05-15,employee447@company.com
448.0,Employee_448,35.0,50738.498789346246,InnoSoft,Unknown,Delhi,2021-07-20,employee448@company.com
449.0,Employee_449,22.0,80000.0,InnoSoft,Unknown,Bangalore,,employee449@company.com
450.0,Employee_450,40.0,50738.498789346246,Unknown,Unknown,Chennai,2022-03-12,employee450@company.com
451.0,Employee_451,35.0,80000.0,DataWorks,Unknown,Unknown,,employee451@company.com
452.0,Employee_452,45.0,100000.0,Unknown,Sales,Chennai,2021-07-20,employee452@company.com
453.0,Employee_453,40.0,50738.498789346246,DataWorks,Unknown,Chennai,2021-07-20,employee453@company.com
454.0,Employee_454,35.0,45000.0,NextGen,Unknown,Delhi,2019-01-10,employee454@company.com
455.0,Employee_455,45.0,50738.498789346246,InnoSoft,Unknown,Mumbai,,employee455@company.com
458.0,Employee_458,40.0,30000.0,CloudNine,HR,Chennai,,employee458@company.com
459.0,Employee_459,45.0,50738.498789346246,TechNova,HR,Hyderabad,2020-05-15,employee459@company.com
460.0,Employee_460,45.0,60000.0,DataWorks,Sales,Chennai,2022-03-12,employee460@company.com
461.0,Employee_461,25.0,80000.0,InnoSoft,Sales,Pune,,employee461@company.com
462.0,Employee_462,30.0,45000.0,InnoSoft,Finance,Unknown,,employee462@company.com
463.0,Employee_463,30.0,-5000.0,TechNova,Marketing,Hyderabad,,employee463@company.com
465.0,Employee_465,25.0,45000.0,NextGen,Marketing,Unknown,2022-03-12,employee465@company.com
470.0,Employee_470,45.0,-5000.0,InnoSoft,HR,Unknown,2019-01-10,employee470@company.com
471.0,Employee_471,22.0,100000.0,NextGen,HR,Pune,2021-07-20,employee471@company.com
