employee_id,employee_name,age,salary,company_name,department,city,joining_date,email.
28.0,Employee_28,-1.0,45000.0,CloudNine,HR,Chennai,2022-03-12,employee28@company.com
29.0,Employee_29,150.0,30000.0,TechNova,,Mumbai,2019-01-10,employee29@company.com
30.0,Employee_30,-1.0,80000.0,InnoSoft,,,2019-01-10,employee30@company.com
,Employee_31,-1.0,60000.0,CloudNine,,,2020-05-15,employee31@company.com
32.0,Employee_32,150.0,30000.0,,Finance,Mumbai,2019-01-10,employee32@company.com
33.0,Employee_33,30.0,30000.0,NextGen,IT,Bangalore,2019-01-10,employee33@company.com
34.0,Employee_34,25.0,100000.0,InnoSoft,Sales,Mumbai,invalid_date,invalid_email
35.0,Employee_35,45.0,60000.0,InnoSoft,,Hyderabad,2020-05-15,employee35@company.com
36.0,Employee_36,-1.0,60000.0,,IT,Mumbai,2022-03-12,employee36@company.com
37.0,Employee_37,150.0,45000.0,NextGen,Finance,Bangalore,2021-07-20,employee37@company.com
38.0,Employee_38,30.0,80000.0,,Sales,Chennai,invalid_date,employee38@company.com
39.0,Employee_39,150.0,60000.0,,IT,Bangalore,2021-07-20,employee39@company.com
40.0,Employee_40,40.0,60000.0,NextGen,HR,Hyderabad,2020-05-15,employee40@company.com
41.0,Employee_41,40.0,-5000.0,TechNova,IT,,,employee41@company.com
,Employee_42,40.0,45000.0,,Marketing,,invalid_date,invalid_email
43.0,Employee_43,30.0,100000.0,TechNova,,Hyderabad,invalid_date,employee43@company.com
44.0,,45.0,-5000.0,,IT,Hyderabad,2020-05-15,employee44@company.com
45.0,Employee_45,150.0,-5000.0,CloudNine,Sales,Bangalore,2020-05-15,employee45@company.com
46.0,Employee_46,,30000.0,InnoSoft,,Hyderabad,,employee46@company.com
47.0,Employee_47,35.0,60000.0,InnoSoft,,Pune,2022-03-12,employee47@company.com
48.0,Employee_48,-1.0,60000.0,DataWorks,,Delhi,2020-05-15,invalid_email
49.0,Employee_49,25.0,-5000.0,DataWorks,Finance,,,employee49@company.com
50.0,Employee_50,25.0,60000.0,InnoSoft,Sales,Chennai,2019-01-10,employee50@company.com
51.0,Employee_51,45.0,80000.0,NextGen,Sales,Pune,2022-03-12,employee51@company.com
52.0,,,30000.0,NextGen,,Delhi,2021-07-20,employee52@company.com
53.0,Employee_53,45.0,,,IT,Chennai,invalid_date,employee53@company.com
54.0,Employee_54,40.0,100000.0,InnoSoft,HR,,,employee54@company.com
55.0,Employee_55,40.0,80000.0,NextGen,,Mumbai,2021-07-20,employee55@company.com
56.0,Employee_56,45.0,80000.0,CloudNine,Marketing,Delhi,invalid_date,employee56@company.com
57.0,Employee_57,30.0,,TechNova,Finance,Hyderabad,2019-01-10,employee57@company.com
58.0,Employee_58,35.0,-5000.0,InnoSoft,HR,Mumbai,2019-01-10,employee58@company.com
59.0,Employee_59,25.0,80000.0,CloudNine,,Delhi,,employee59@company.com
60.0,Employee_60,22.0,-5000.0,,,Pune,,employee60@company.com
61.0,Employee_61,150.0,80000.0,TechNova,Sales,Delhi,,employee61@company.com
62.0,Employee_62,150.0,100000.0,NextGen,Finance,,invalid_date,employee62@company.com
63.0,Employee_63,150.0,80000.0,InnoSoft,,,2022-03-12,employee63@company.com
64.0,Employee_64,150.0,80000.0,,HR,Chennai,2022-03-12,invalid_email
65.0,Employee_65,45.0,100000.0,TechNova,HR,Bangalore,2020-05-15,employee65@company.com
66.0,Employee_66,,80000.0,DataWorks,Sales,,2022-03-12,invalid_email
67.0,Employee_67,22.0,-5000.0,,Sales,,2022-03-12,invalid_email
68.0,Employee_68,,100000.0,,,Delhi,2022-03-12,employee68@company.com
69.0,,45.0,,,,,,employee69@company.com
70.0,Employee_70,150.0,30000.0,CloudNine,Sales,Mumbai,2019-01-10,employee70@company.com
71.0,Employee_71,22.0,60000.0,CloudNine,Finance,Delhi,2022-03-12,employee71@company.com
72.0,Employee_72,,60000.0,,IT,,2019-01-10,employee72@company.com
73.0,Employee_73,35.0,,TechNova,,Mumbai,,invalid_email
74.0,Employee_74,30.0,45000.0,InnoSoft,Marketing,Pune,invalid_date,employee74@company.com
75.0,Employee_75,45.0,45000.0,NextGen,Sales,Pune,,employee75@company.com
76.0,Employee_76,22.0,60000.0,NextGen,,,2022-03-12,employee76@company.com
77.0,Employee_77,35.0,30000.0,,,Chennai,,employee77@company.com
78.0,Employee_78,22.0,60000.0,NextGen,Marketing,Hyderabad,2019-01-10,employee78@company.com
79.0,Employee_79,-1.0,30000.0,CloudNine,Finance,,,employee79@company.com
80.0,Employee_80,40.0,100000.0,,Sales,,2022-03-12,employee80@company.com
81.0,Employee_81,35.0,-5000.0,TechNova,Finance,,2020-05-15,employee81@company.com
82.0,Employee_82,45.0,30000.0,CloudNine,,Hyderabad,2020-05-15,employee82@company.com
83.0,Employee_83,40.0,100000.0,,Finance,Mumbai,invalid_date,employee83@company.com
84.0,Employee_84,-1.0,100000.0,,HR,,,employee84@company.com
85.0,,40.0,45000.0,CloudNine,,Delhi,2021-07-20,employee85@company.com
86.0,Employee_86,45.0,80000.0,,Sales,Hyderabad,2021-07-20,employee86@company.com
87.0,Employee_87,25.0,,InnoSoft,Finance,Pune,,employee87@company.com
88.0,Employee_88,35.0,,CloudNine,Finance,Chennai,2019-01-10,employee88@company.com
89.0,Employee_89,40.0,30000.0,,Sales,Bangalore,2021-07-20,invalid_email
90.0,Employee_90,30.0,,,,,2019-01-10,employee90@company.com
91.0,Employee_91,-1.0,60000.0,InnoSoft,IT,Chennai,,employee91@company.com
92.0,Employee_92,25.0,100000.0,,,Mumbai,2020-05-15,employee92@company.com
93.0,Employee_93,35.0,30000.0,NextGen,,,invalid_date,employee93@company.com
94.0,Employee_94,,80000.0,CloudNine,Finance,,2021-07-20,employee94@company.com
95.0,Employee_95,25.0,-5000.0,InnoSoft,,Delhi,2021-07-20,employee95@company.com
96.0,Employee_96,25.0,45000.0,TechNova,Marketing,,,employee96@company.com
97.0,Employee_97,40.0,,,Marketing,Pune,,employee97@company.com
98.0,Employee_98,35.0,80000.0,TechNova,Sales,Delhi,,employee98@company.com
99.0,Employee_99,22.0,45000.0,,Finance,Chennai,2022-03-12,employee99@company.com
100.0,Employee_100,40.0,100000.0,NextGen,Marketing,,2019-01-10,employee100@company.com
101.0,Employee_101,40.0,30000.0,TechNova,HR,Mumbai,,employee101@company.com
102.0,,30.0,80000.0,NextGen,,,2021-07-20,employee102@company.com
103.0,Employee_103,-1.0,30000.0,CloudNine,Finance,,2021-07-20,employee103@company.com
104.0,Employee_104,,,CloudNine,Finance,,,employee104@company.com
105.0,Employee_105,40.0,60000.0,TechNova,,,,employee105@company.com
106.0,Employee_106,150.0,80000.0,CloudNine,IT,Delhi,invalid_date,employee106@company.com
107.0,Employee_107,22.0,45000.0,DataWorks,Sales,Bangalore,2021-07-20,employee107@company.com
108.0,Employee_108,35.0,,InnoSoft,Finance,Mumbai,invalid_date,employee108@company.com
109.0,Employee_109,25.0,80000.0,TechNova,,Bangalore,2022-03-12,employee109@company.com
110.0,Employee_110,,-5000.0,CloudNine,Marketing,Delhi,2022-03-12,employee110@company.com
111.0,Employee_111,150.0,,InnoSoft,,Pune,2021-07-20,employee111@company.com
112.0,Employee_112,150.0,60000.0,,IT,Chennai,,employee112@company.com
113.0,Employee_113,-1.0,-5000.0,InnoSoft,Marketing,,2021-07-20,employee113@company.com
114.0,Employee_114,45.0,-5000.0,InnoSoft,,Delhi,invalid_date,employee114@company.com
115.0,Employee_115,45.0,,CloudNine,,,2022-03-12,employee115@company.com
116.0,Employee_116,30.0,80000.0,TechNova,HR,Hyderabad,,employee116@company.com
117.0,Employee_117,-1.0,30000.0,,HR,,,employee117@company.com
118.0,Employee_118,40.0,60000.0,NextGen,,,,invalid_email
119.0,Employee_119,150.0,80000.0,DataWorks,,,,employee119@company.com
120.0,Employee_120,40.0,45000.0,,IT,,2019-01-10,employee120@company.com
121.0,Employee_121,30.0,,DataWorks,IT,Mumbai,2021-07-20,employee121@company.com
122.0,Employee_122,30.0,45000.0,NextGen,Marketing,Bangalore,2020-05-15,employee122@company.com
123.0,Employee_123,35.0,80000.0,NextGen,HR,Delhi,2022-03-12,employee123@company.com
124.0,Employee_124,-1.0,60000.0,,Sales,Bangalore,2019-01-10,employee124@company.com
125.0,Employee_125,,,DataWorks,Marketing,Chennai,2020-05-15,employee125@company.com
126.0,Employee_126,,100000.0,DataWorks,Sales,Chennai,,employee126@company.com
127.0,Employee_127,40.0,30000.0,NextGen,,Mumbai,invalid_date,employee127@company.com
128.0,Employee_128,35.0,100000.0,,Finance,Delhi,,employee128@company.com
129.0,Employee_129,30.0,,TechNova,,Mumbai,2021-07-20,employee129@company.com
130.0,Employee_130,30.0,30000.0,DataWorks,Finance,,2020-05-15,employee130@company.com
131.0,Employee_131,45.0,100000.0,NextGen,Finance,Bangalore,2021-07-20,employee131@company.com
132.0,Employee_132,40.0,,,Finance,Pune,2022-03-12,employee132@company.com
133.0,Employee_133,,-5000.0,,Sales,Hyderabad,2019-01-10,employee133@company.com
,Employee_134,-1.0,60000.0,,,Chennai,invalid_date,employee134@company.com
135.0,Employee_135,35.0,80000.0,TechNova,Sales,Hyderabad,invalid_date,employee135@company.com
136.0,Employee_136,40.0,,CloudNine,IT,Bangalore,2019-01-10,employee136@company.com
137.0,Employee_137,25.0,45000.0,NextGen,HR,,2022-03-12,employee137@company.com
138.0,Employee_138,150.0,80000.0,NextGen,,Bangalore,2022-03-12,employee138@company.com
139.0,Employee_139,40.0,30000.0,,Finance,Delhi,2022-03-12,employee139@company.com
140.0,Employee_140,45.0,100000.0,,Finance,Mumbai,2022-03-12,employee140@company.com
141.0,Employee_141,-1.0,30000.0,,HR,Mumbai,2019-01-10,employee141@company.com
142.0,Employee_142,35.0,30000.0,,,Delhi,invalid_date,employee142@company.com
143.0,Employee_143,30.0,-5000.0,NextGen,IT,Chennai,,employee143@company.com
144.0,Employee_144,30.0,30000.0,,,Mumbai,2020-05-15,invalid_email
145.0,Employee_145,45.0,30000.0,InnoSoft,Finance,Mumbai,2020-05-15,employee145@company.com
146.0,Employee_146,-1.0,80000.0,,Finance,Pune,2022-03-12,employee146@company.com
147.0,,150.0,60000.0,CloudNine,,Mumbai,2019-01-10,employee147@company.com
148.0,Employee_148,25.0,80000.0,,Marketing,Pune,2019-01-10,employee148@company.com
149.0,Employee_149,150.0,,DataWorks,Marketing,Chennai,2022-03-12,employee149@company.com
150.0,Employee_150,25.0,-5000.0,,,Delhi,2022-03-12,employee150@company.com
151.0,Employee_151,-1.0,80000.0,CloudNine,,Pune,2021-07-20,employee151@company.com
152.0,Employee_152,30.0,,CloudNine,IT,Pune,,invalid_email
153.0,Employee_153,45.0,-5000.0,InnoSoft,Sales,Mumbai,invalid_date,employee153@company.com
154.0,Employee_154,,60000.0,,,,,employee154@company.com
155.0,Employee_155,40.0,60000.0,TechNova,Sales,Delhi,2020-05-15,employee155@company.com
156.0,Employee_156,150.0,60000.0,TechNova,,Chennai,invalid_date,employee156@company.com
157.0,Employee_157,150.0,30000.0,NextGen,,Chennai,2019-01-10,employee157@company.com
158.0,Employee_158,45.0,60000.0,TechNova,HR,Bangalore,invalid_date,employee158@company.com
159.0,Employee_159,22.0,30000.0,,Sales,Delhi,2022-03-12,employee159@company.com
160.0,Employee_160,45.0,-5000.0,NextGen,Sales,Pune,2019-01-10,employee160@company.com
161.0,,25.0,60000.0,CloudNine,,,2022-03-12,employee161@company.com
162.0,Employee_162,150.0,30000.0,DataWorks,Marketing,Pune,2021-07-20,employee162@company.com
163.0,Employee_163,40.0,30000.0,InnoSoft,Marketing,Mumbai,2019-01-10,employee163@company.com
164.0,Employee_164,40.0,60000.0,DataWorks,IT,Mumbai,2022-03-12,employee164@company.com
165.0,Employee_165,35.0,100000.0,NextGen,,Hyderabad,2019-01-10,employee165@company.com
166.0,Employee_166,-1.0,30000.0,,Finance,,invalid_date,employee166@company.com
167.0,Employee_167,,30000.0,DataWorks,HR,,,employee167@company.com
168.0,Employee_168,25.0,45000.0,CloudNine,Sales,,invalid_date,invalid_email
169.0,Employee_169,35.0,60000.0,,HR,Pune,invalid_date,employee169@company.com
170.0,Employee_170,45.0,60000.0,,,Bangalore,2020-05-15,employee170@company.com
171.0,Employee_171,30.0,-5000.0,,,Pune,2020-05-15,employee171@company.com
172.0,Employee_172,-1.0,,NextGen,,Hyderabad,,employee172@company.com
173.0,Employee_173,-1.0,80000.0,,Finance,Chennai,invalid_date,invalid_email
174.0,Employee_174,-1.0,30000.0,TechNova,Finance,Chennai,2019-01-10,employee174@company.com
175.0,Employee_175,150.0,80000.0,CloudNine,Sales,Mumbai,2022-03-12,employee175@company.com
176.0,Employee_176,-1.0,100000.0,InnoSoft,IT,,2019-01-10,employee176@company.com
177.0,Employee_177,25.0,100000.0,,HR,Mumbai,2020-05-15,employee177@company.com
178.0,Employee_178,30.0,60000.0,DataWorks,Finance,,2022-03-12,employee178@company.com
179.0,Employee_179,45.0,30000.0,DataWorks,IT,,2021-07-20,employee179@company.com
180.0,Employee_180,30.0,60000.0,TechNova,Sales,Bangalore,2021-07-20,employee180@company.com
181.0,Employee_181,30.0,100000.0,,IT,Chennai,invalid_date,employee181@company.com
182.0,Employee_182,150.0,30000.0,,,,invalid_date,employee182@company.com
183.0,Employee_183,35.0,60000.0,,Marketing,Delhi,2020-05-15,employee183@company.com
184.0,Employee_184,25.0,100000.0,,Sales,Mumbai,,employee184@company.com
185.0,Employee_185,,45000.0,InnoSoft,HR,Bangalore,,employee185@company.com
186.0,Employee_186,35.0,80000.0,NextGen,Finance,,2020-05-15,employee186@company.com
187.0,Employee_187,-1.0,-5000.0,InnoSoft,Finance,,2022-03-12,employee187@company.com
188.0,Employee_188,,45000.0,,HR,Bangalore,,employee188@company.com
189.0,Employee_189,150.0,30000.0,,,Pune,2021-07-20,invalid_email
190.0,Employee_190,150.0,45000.0,,Marketing,Pune,2020-05-15,employee190@company.com
191.0,Employee_191,,30000.0,CloudNine,Sales,Hyderabad,2020-05-15,employee191@company.com
192.0,Employee_192,45.0,30000.0,,,Hyderabad,,employee192@company.com
193.0,Employee_193,-1.0,,,HR,,2022-03-12,employee193@company.com
194.0,,35.0,-5000.0,InnoSoft,Sales,,2019-01-10,employee194@company.com
195.0,Employee_195,35.0,80000.0,,,,2019-01-10,employee195@company.com
196.0,Employee_196,22.0,,NextGen,Sales,Delhi,,employee196@company.com
197.0,Employee_197,35.0,100000.0,CloudNine,HR,Pune,invalid_date,employee197@company.com
198.0,Employee_198,150.0,-5000.0,NextGen,Sales,Mumbai,2022-03-12,employee198@company.com
199.0,Employee_199,45.0,60000.0,,IT,Hyderabad,,invalid_email
200.0,Employee_200,25.0,-5000.0,NextGen,,Hyderabad,2020-05-15,invalid_email
201.0,Employee_201,30.0,-5000.0,,,,,employee201@company.com
202.0,Employee_202,-1.0,30000.0,DataWorks,HR,Mumbai,,employee202@company.com
203.0,Employee_203,150.0,80000.0,,Sales,,2021-07-20,invalid_email
204.0,Employee_204,22.0,-5000.0,,Finance,Chennai,2019-01-10,employee204@company.com
205.0,Employee_205,-1.0,80000.0,DataWorks,HR,,,employee205@company.com
206.0,Employee_206,25.0,,CloudNine,IT,,invalid_date,employee206@company.com
207.0,Employee_207,25.0,30000.0,DataWorks,,Chennai,2021-07-20,employee207@company.com
208.0,Employee_208,-1.0,60000.0,CloudNine,IT,Hyderabad,invalid_date,employee208@company.com
209.0,Employee_209,22.0,30000.0,,,,2021-07-20,employee209@company.com
210.0,Employee_210,22.0,45000.0,,Sales,,2019-01-10,employee210@company.com
211.0,Employee_211,45.0,80000.0,NextGen,IT,Bangalore,,employee211@company.com
212.0,Employee_212,25.0,100000.0,InnoSoft,Sales,Hyderabad,2022-03-12,employee212@company.com
213.0,Employee_213,22.0,,InnoSoft,Marketing,,invalid_date,employee213@company.com
214.0,Employee_214,35.0,100000.0,DataWorks,,,2020-05-15,employee214@company.com
215.0,Employee_215,-1.0,30000.0,,,Hyderabad,,employee215@company.com
216.0,Employee_216,40.0,-5000.0,InnoSoft,,Bangalore,,employee216@company.com
217.0,Employee_217,30.0,45000.0,,Marketing,Mumbai,2021-07-20,employee217@company.com
218.0,Employee_218,150.0,45000.0,NextGen,IT,Pune,2021-07-20,employee218@company.com
219.0,Employee_219,,-5000.0,CloudNine,,Pune,2020-05-15,employee219@company.com
220.0,Employee_220,150.0,60000.0,InnoSoft,,Bangalore,,employee220@company.com
221.0,Employee_221,22.0,-5000.0,TechNova,Sales,Bangalore,2021-07-20,employee221@company.com
222.0,Employee_222,45.0,100000.0,DataWorks,,Pune,2021-07-20,employee222@company.com
223.0,Employee_223,40.0,100000.0,NextGen,IT,Bangalore,invalid_date,employee223@company.com
224.0,Employee_224,45.0,-5000.0,NextGen,IT,Mumbai,2019-01-10,invalid_email
225.0,Employee_225,35.0,-5000.0,NextGen,Marketing,Mumbai,2022-03-12,employee225@company.com
226.0,Employee_226,40.0,80000.0,InnoSoft,,,2021-07-20,employee226@company.com
227.0,Employee_227,,80000.0,CloudNine,HR,Hyderabad,invalid_date,employee227@company.com
228.0,Employee_228,45.0,80000.0,InnoSoft,,Hyderabad,invalid_date,employee228@company.com
229.0,Employee_229,40.0,80000.0,InnoSoft,HR,Pune,2019-01-10,employee229@company.com
230.0,Employee_230,35.0,-5000.0,InnoSoft,,Hyderabad,invalid_date,employee230@company.com
231.0,Employee_231,150.0,80000.0,CloudNine,Finance,,2019-01-10,invalid_email
232.0,Employee_232,35.0,45000.0,NextGen,Finance,Mumbai,2019-01-10,employee232@company.com
233.0,Employee_233,-1.0,60000.0,NextGen,IT,Pune,2022-03-12,employee233@company.com
234.0,Employee_234,,60000.0,TechNova,Marketing,Mumbai,invalid_date,employee234@company.com
235.0,Employee_235,,100000.0,CloudNine,,Chennai,,employee235@company.com
236.0,Employee_236,25.0,80000.0,DataWorks,,Hyderabad,invalid_date,employee236@company.com
237.0,Employee_237,150.0,80000.0,NextGen,IT,Mumbai,2019-01-10,employee237@company.com
238.0,Employee_238,-1.0,45000.0,NextGen,Sales,Bangalore,2021-07-20,employee238@company.com
239.0,Employee_239,40.0,100000.0,DataWorks,Sales,,,employee239@company.com
240.0,,45.0,,TechNova,Marketing,Chennai,,employee240@company.com
241.0,Employee_241,-1.0,60000.0,,,Delhi,,invalid_email
242.0,Employee_242,,45000.0,,,Delhi,2019-01-10,employee242@company.com
243.0,Employee_243,-1.0,60000.0,CloudNine,HR,,,employee243@company.com
244.0,Employee_244,-1.0,-5000.0,,,Mumbai,,employee244@company.com
245.0,Employee_245,-1.0,100000.0,CloudNine,Finance,Bangalore,2022-03-12,employee245@company.com
246.0,Employee_246,40.0,100000.0,CloudNine,HR,Delhi,2021-07-20,employee246@company.com
247.0,Employee_247,40.0,-5000.0,DataWorks,,Delhi,,employee247@company.com
248.0,Employee_248,40.0,60000.0,TechNova,Sales,,2022-03-12,employee248@company.com
249.0,Employee_249,40.0,30000.0,DataWorks,,Pune,2021-07-20,employee249@company.com
250.0,Employee_250,35.0,45000.0,,Sales,Chennai,invalid_date,employee250@company.com
251.0,Employee_251,35.0,45000.0,TechNova,,Delhi,,employee251@company.com
252.0,Employee_252,-1.0,30000.0,,,Bangalore,2019-01-10,employee252@company.com
253.0,Employee_253,-1.0,80000.0,,HR,Chennai,2021-07-20,employee253@company.com
254.0,Employee_254,35.0,100000.0,,,Mumbai,2020-05-15,employee254@company.com
255.0,Employee_255,22.0,-5000.0,CloudNine,,,2020-05-15,employee255@company.com
256.0,Employee_256,22.0,30000.0,DataWorks,Sales,Pune,2021-07-20,employee256@company.com
257.0,Employee_257,-1.0,45000.0,,Sales,,2021-07-20,employee257@company.com
258.0,Employee_258,-1.0,,DataWorks,,Bangalore,2019-01-10,employee258@company.com
259.0,Employee_259,35.0,45000.0,NextGen,,,,employee259@company.com
260.0,Employee_260,25.0,45000.0,InnoSoft,Marketing,Hyderabad,2020-05-15,invalid_email
261.0,Employee_261,40.0,60000.0,DataWorks,Sales,Mumbai,2021-07-20,employee261@company.com
262.0,Employee_262,25.0,80000.0,DataWorks,HR,,,employee262@company.com
263.0,Employee_263,40.0,,TechNova,,Chennai,2021-07-20,employee263@company.com
264.0,Employee_264,30.0,80000.0,,Sales,Hyderabad,2022-03-12,employee264@company.com
265.0,Employee_265,35.0,-5000.0,InnoSoft,,Pune,invalid_date,employee265@company.com
266.0,Employee_266,25.0,30000.0,,Sales,Delhi,invalid_date,employee266@company.com
267.0,Employee_267,-1.0,30000.0,,HR,,2019-01-10,employee267@company.com
268.0,Employee_268,30.0,100000.0,CloudNine,Marketing,Mumbai,invalid_date,employee268@company.com
269.0,Employee_269,,60000.0,,IT,Delhi,invalid_date,invalid_email
270.0,Employee_270,150.0,30000.0,TechNova,Marketing,Mumbai,2021-07-20,employee270@company.com
271.0,Employee_271,,60000.0,CloudNine,Marketing,,2022-03-12,invalid_email
272.0,Employee_272,30.0,,,Finance,Pune,2020-05-15,employee272@company.com
273.0,Employee_273,35.0,-5000.0,TechNova,,Mumbai,2021-07-20,employee273@company.com
274.0,Employee_274,,-5000.0,InnoSoft,HR,,2021-07-20,employee274@company.com
275.0,Employee_275,25.0,30000.0,,,,invalid_date,employee275@company.com
276.0,,35.0,30000.0,TechNova,Sales,Mumbai,2022-03-12,employee276@company.com
277.0,,22.0,80000.0,CloudNine,HR,Delhi,,employee277@company.com
278.0,Employee_278,40.0,45000.0,,,Hyderabad,invalid_date,employee278@company.com
279.0,Employee_279,40.0,45000.0,,Sales,Delhi,2022-03-12,employee279@company.com
280.0,Employee_280,30.0,,,Marketing,,2019-01-10,employee280@company.com
281.0,Employee_281,150.0,60000.0,,Marketing,,2020-05-15,employee281@company.com
282.0,Employee_282,35.0,-5000.0,InnoSoft,Finance,Bangalore,,employee282@company.com
283.0,Employee_283,,100000.0,NextGen,HR,,2020-05-15,employee283@company.com
284.0,Employee_284,-1.0,-5000.0,DataWorks,IT,Delhi,2019-01-10,employee284@company.com
285.0,Employee_285,25.0,45000.0,,,Delhi,2022-03-12,employee285@company.com
286.0,Employee_286,22.0,45000.0,InnoSoft,,Pune,,employee286@company.com
287.0,Employee_287,35.0,80000.0,InnoSoft,Sales,Hyderabad,,employee287@company.com
288.0,Employee_288,40.0,60000.0,DataWorks,Sales,,2022-03-12,invalid_email
289.0,Employee_289,45.0,45000.0,DataWorks,Finance,,2019-01-10,employee289@company.com
290.0,Employee_290,40.0,100000.0,NextGen,Sales,,2021-07-20,employee290@company.com
291.0,Employee_291,35.0,80000.0,NextGen,,Hyderabad,2021-07-20,employee291@company.com
292.0,Employee_292,-1.0,80000.0,InnoSoft,,Hyderabad,2020-05-15,employee292@company.com
293.0,Employee_293,150.0,,TechNova,Sales,Mumbai,,employee293@company.com
294.0,Employee_294,22.0,80000.0,InnoSoft,,Delhi,2019-01-10,employee294@company.com
,Employee_295,45.0,30000.0,NextGen,,,,employee295@company.com
,Employee_296,22.0,30000.0,NextGen,,Chennai,invalid_date,employee296@company.com
,Employee_297,,-5000.0,InnoSoft,IT,Pune,invalid_date,employee297@company.com
298.0,Employee_298,45.0,60000.0,,Marketing,Pune,2021-07-20,employee298@company.com
299.0,Employee_299,35.0,60000.0,,,Pune,,employee299@company.com
300.0,,,80000.0,CloudNine,Sales,,2019-01-10,employee300@company.com
301.0,Employee_301,,,,Finance,Pune,invalid_date,employee301@company.com
302.0,Employee_302,-1.0,60000.0,TechNova,IT,Chennai,invalid_date,employee302@company.com
303.0,Employee_303,45.0,30000.0,InnoSoft,Sales,Bangalore,,employee303@company.com
304.0,Employee_304,40.0,45000.0,NextGen,HR,,,employee304@company.com
305.0,Employee_305,30.0,-5000.0,,,Pune,invalid_date,employee305@company.com
306.0,Employee_306,35.0,-5000.0,TechNova,Finance,,,employee306@company.com
307.0,Employee_307,-1.0,80000.0,InnoSoft,Finance,,2022-03-12,employee307@company.com
308.0,Employee_308,40.0,-5000.0,InnoSoft,,Pune,2019-01-10,employee308@company.com
309.0,Employee_309,30.0,,CloudNine,Finance,Hyderabad,2019-01-10,invalid_email
310.0,Employee_310,40.0,30000.0,InnoSoft,IT,Bangalore,2022-03-12,employee310@company.com
311.0,Employee_311,22.0,30000.0,DataWorks,Sales,Pune,invalid_date,employee311@company.com
312.0,Employee_312,40.0,80000.0,CloudNine,,Pune,,employee312@company.com
313.0,Employee_313,150.0,45000.0,,Marketing,Bangalore,2020-05-15,employee313@company.com
314.0,Employee_314,30.0,80000.0,DataWorks,Marketing,Chennai,2022-03-12,employee314@company.com
315.0,Employee_315,-1.0,100000.0,NextGen,HR,,2019-01-10,employee315@company.com
,Employee_316,,-5000.0,,Finance,,2021-07-20,employee316@company.com
317.0,Employee_317,30.0,60000.0,DataWorks,Sales,Delhi,2022-03-12,employee317@company.com
318.0,Employee_318,40.0,,,,,invalid_date,employee318@company.com
319.0,Employee_319,,60000.0,TechNova,Sales,Delhi,invalid_date,employee319@company.com
320.0,Employee_320,22.0,,CloudNine,,Delhi,2022-03-12,employee320@company.com
321.0,Employee_321,,,CloudNine,HR,Chennai,2020-05-15,employee321@company.com
322.0,Employee_322,,30000.0,CloudNine,Sales,,invalid_date,employee322@company.com
323.0,Employee_323,,100000.0,TechNova,,Hyderabad,,employee323@company.com
324.0,Employee_324,25.0,30000.0,,HR,Hyderabad,2020-05-15,employee324@company.com
